t lambda v x y z
3.540000 0.356643 999.831532 32.097833 32.097833 35.664259
3.545000 0.357157 999.831532 32.144161 32.144161 35.715734
3.550000 0.357672 999.831532 32.190488 32.190488 35.767209
3.555000 0.358187 999.831532 32.236815 32.236815 35.818684
3.560000 0.358702 999.831532 32.283143 32.283143 35.870159
3.565000 0.359216 999.831532 32.329470 32.329470 35.921633
3.570000 0.359731 999.831532 32.375797 32.375797 35.973108
3.575000 0.360246 999.831532 32.422125 32.422125 36.024583
3.580000 0.360761 999.831532 32.468452 32.468452 36.076058
3.585000 0.361275 999.831532 32.514780 32.514780 36.127533
3.590000 0.361790 999.831532 32.561107 32.561107 36.179008
3.595000 0.362305 999.831532 32.607434 32.607434 36.230482
3.600000 0.362820 999.831532 32.653762 32.653762 36.281957
3.605000 0.363334 999.831532 32.700089 32.700089 36.333432
3.610000 0.363849 999.831532 32.746416 32.746416 36.384907
3.615000 0.364364 999.831532 32.792744 32.792744 36.436382
3.620000 0.364879 999.831532 32.839071 32.839071 36.487857
3.625000 0.365393 999.831532 32.885398 32.885398 36.539331
3.630000 0.365908 999.831532 32.931726 32.931726 36.590806
3.635000 0.366423 999.831532 32.978053 32.978053 36.642281
3.640000 0.366938 999.831532 33.024380 33.024380 36.693756
3.645000 0.367452 999.831532 33.070708 33.070708 36.745231
3.650000 0.367967 999.831532 33.117035 33.117035 36.796706
3.655000 0.368482 999.831532 33.163362 33.163362 36.848180
3.660000 0.368997 999.831532 33.209690 33.209690 36.899655
3.665000 0.369511 999.831532 33.256017 33.256017 36.951130
3.670000 0.370026 999.831532 33.302344 33.302344 37.002605
3.675000 0.370541 999.831532 33.348672 33.348672 37.054080
3.680000 0.371056 999.831532 33.394999 33.394999 37.105555
3.685000 0.371570 999.831532 33.441326 33.441326 37.157029
3.690000 0.372085 999.831532 33.487654 33.487654 37.208504
3.695000 0.372600 999.831532 33.533981 33.533981 37.259979
3.700000 0.373115 999.831532 33.580309 33.580309 37.311454
3.705000 0.373629 999.831532 33.626636 33.626636 37.362929
3.710000 0.374144 999.831532 33.672963 33.672963 37.414404
3.715000 0.374659 999.831532 33.719291 33.719291 37.465878
3.720000 0.375174 999.831532 33.765618 33.765618 37.517353
3.725000 0.375688 999.831532 33.811945 33.811945 37.568828
3.730000 0.376203 999.831532 33.858273 33.858273 37.620303
3.735000 0.376718 999.831532 33.904600 33.904600 37.671778
3.740000 0.377233 999.831532 33.950927 33.950927 37.723253
3.745000 0.377747 999.831532 33.997255 33.997255 37.774727
3.750000 0.378262 999.831532 34.043582 34.043582 37.826202
3.755000 0.378777 999.831532 34.089909 34.089909 37.877677
3.760000 0.379292 999.831532 34.136237 34.136237 37.929152
3.765000 0.379806 999.831532 34.182564 34.182564 37.980627
3.770000 0.380321 999.831532 34.228891 34.228891 38.032102
3.775000 0.380836 999.831532 34.275219 34.275219 38.083576
3.780000 0.381351 999.831532 34.321546 34.321546 38.135051
3.785000 0.381865 999.831532 34.367873 34.367873 38.186526
3.790000 0.382380 999.831532 34.414201 34.414201 38.238001
3.795000 0.382895 999.831532 34.460528 34.460528 38.289476
3.800000 0.383410 999.831532 34.506856 34.506856 38.340951
3.805000 0.383924 999.831532 34.553183 34.553183 38.392425
3.810000 0.384439 999.831532 34.599510 34.599510 38.443900
3.815000 0.384954 999.831532 34.645838 34.645838 38.495375
3.820000 0.385468 999.831532 34.692165 34.692165 38.546850
3.825000 0.385983 999.831532 34.738492 34.738492 38.598325
3.830000 0.386498 999.831532 34.784820 34.784820 38.649800
3.835000 0.387013 999.831532 34.831147 34.831147 38.701274
3.840000 0.387527 999.831532 34.877474 34.877474 38.752749
3.845000 0.388042 999.831532 34.923802 34.923802 38.804224
3.850000 0.388557 999.831532 34.970129 34.970129 38.855699
3.855000 0.389072 999.831532 35.016456 35.016456 38.907174
3.860000 0.389586 999.831532 35.062784 35.062784 38.958649
3.865000 0.390101 999.831532 35.109111 35.109111 39.010123
